date,open,high,low,close,volume
2009-01-05,161.91,161.91,160.60,160.90,263849
2009-01-06,159.25,161.18,159.25,160.83,438030
2009-01-07,160.21,164.25,160.21,164.25,255211
2009-01-08,164.82,166.27,163.58,164.90,306521
2009-01-09,163.62,165.33,163.30,165.33,673673
2009-01-12,164.56,165.81,162.44,162.44,336087
2009-01-13,165.20,165.20,160.24,160.24,690591
2009-01-14,159.44,161.63,159.44,160.85,649489
2009-01-15,159.93,159.93,157.49,158.64,7590010
2009-01-16,157.13,157.16,155.90,157.16,2282225
2009-01-19,156.87,160.16,155.86,160.16,1636322
2009-01-20,160.09,160.79,160.02,160.79,173744
2009-01-21,162.70,164.36,162.70,164.13,280808
2009-01-22,166.99,168.55,165.37,168.55,2849501
2009-01-23,166.60,166.60,164.07,164.07,251429
2009-01-26,162.70,162.70,159.51,159.51,9941
2009-01-27,159.06,162.49,158.35,162.49,6259855
2009-01-28,165.00,166.83,164.89,166.48,117852
2009-01-29,163.66,163.85,162.81,163.47,544679
2009-01-30,165.71,168.42,165.07,168.42,3467187
2009-02-02,166.80,167.61,166.80,167.44,172752
2009-02-03,165.07,167.92,165.07,165.91,219852
2009-02-04,168.89,170.45,166.13,170.45,547665
2009-02-05,170.68,171.06,170.64,170.64,848097
2009-02-06,169.14,170.66,169.14,170.66,605967
2009-02-09,172.60,178.44,172.60,178.44,435884
2009-02-10,181.12,182.73,179.52,182.73,490539
2009-02-11,184.56,184.56,182.84,182.93,3881947
2009-02-12,186.24,187.48,185.70,185.70,784103
2009-02-13,186.11,188.21,186.11,188.21,2074757
2009-02-16,188.80,189.21,185.71,187.40,187468
2009-02-17,187.45,191.87,187.45,191.80,188323
2009-02-18,189.28,192.09,189.28,190.90,893014
2009-02-19,192.66,192.66,189.34,189.34,1631749
2009-02-20,191.33,194.36,191.33,194.29,101945
2009-02-23,192.24,192.95,188.39,192.95,1285818
2009-02-24,191.89,191.89,187.02,187.02,283933
2009-02-25,187.56,188.78,187.32,188.25,30417
2009-02-26,186.94,188.78,186.94,188.78,422390
2009-02-27,187.65,188.98,187.65,187.65,369766
2009-03-02,187.36,189.92,187.36,187.97,973070
2009-03-03,188.05,192.06,188.05,192.06,801847
2009-03-04,193.31,195.75,190.51,190.51,341501
2009-03-05,190.95,192.17,187.81,187.81,257160
2009-03-06,184.09,187.47,184.09,187.47,547332
2009-03-09,187.66,187.66,184.52,184.52,290859
2009-03-10,184.88,187.26,184.53,185.54,8727058
2009-03-11,182.54,186.19,182.54,186.19,19427772
2009-03-12,181.34,181.97,179.81,181.97,26906
2009-03-13,180.21,184.44,179.37,184.44,935197
2009-03-16,183.02,184.94,182.11,184.45,1181392
2009-03-17,185.47,188.01,185.47,185.77,625812
2009-03-18,186.43,189.61,186.43,189.61,340442
2009-03-19,188.47,190.60,188.47,190.60,608495
2009-03-20,192.53,192.53,188.56,188.56,40638
2009-03-23,187.01,187.01,184.45,186.65,135663
2009-03-24,187.29,187.29,186.17,186.64,297977
2009-03-25,186.37,187.18,184.41,184.81,2858394
2009-03-26,185.22,185.66,184.23,185.66,8232
2009-03-27,187.15,187.15,184.78,184.78,585182
2009-03-30,182.83,182.83,180.85,180.85,523686
2009-03-31,180.39,180.39,178.25,178.32,37855
2009-04-01,176.83,177.55,175.68,175.68,319854
2009-04-02,173.44,173.44,169.57,169.57,92778
2009-04-03,171.02,172.85,169.34,171.60,476829
2009-04-06,169.50,169.53,168.60,168.60,792002
2009-04-07,169.28,175.91,169.28,175.91,3577665
2009-04-08,173.58,175.11,172.42,175.11,5076346
2009-04-09,173.96,177.75,173.96,177.75,2789576
2009-04-10,177.52,177.76,175.98,177.76,361577
2009-04-13,175.38,175.40,173.88,175.40,2400257
2009-04-14,173.65,173.65,170.24,170.24,2624934
2009-04-15,170.04,170.85,170.04,170.85,372478
2009-04-16,169.19,170.62,169.19,169.62,430691
2009-04-17,171.55,172.31,170.90,172.03,1061591
2009-04-20,171.33,173.72,171.33,171.71,1188682
2009-04-21,171.85,175.56,171.85,175.56,50797
2009-04-22,173.22,174.41,171.93,171.93,788131
2009-04-23,169.21,170.34,167.04,168.81,838418
2009-04-24,167.50,167.63,165.56,167.63,132707
2009-04-27,167.99,169.48,167.99,168.57,330587
2009-04-28,167.68,167.68,163.27,165.76,848395
2009-04-29,166.34,167.46,166.34,167.46,2850705
2009-04-30,166.46,167.86,165.57,165.57,163686
2009-05-01,161.26,162.22,160.86,162.22,51088
2009-05-04,162.17,164.95,162.17,164.95,1744105
2009-05-05,163.27,163.27,161.17,161.17,1053081
2009-05-06,160.39,160.42,157.41,160.42,2756220
2009-05-07,161.48,162.29,160.65,160.65,231594
2009-05-08,161.40,165.54,161.40,165.54,304181
2009-05-11,165.72,165.72,162.35,164.02,251256
2009-05-12,163.27,163.27,160.14,161.15,175319
2009-05-13,159.10,159.10,155.57,157.58,7393485
2009-05-14,160.07,160.07,156.24,156.24,414834
2009-05-15,158.84,158.84,158.10,158.10,9209953
2009-05-18,158.02,159.29,157.87,159.29,471876
2009-05-19,157.61,160.44,157.61,157.79,1437681
2009-05-20,155.84,155.84,153.59,153.92,461007
2009-05-21,153.43,155.56,152.59,153.06,2162
2009-05-22,152.04,152.04,148.45,148.45,846055
2009-05-25,148.74,152.75,148.74,152.75,9502319
2009-05-26,154.54,157.03,153.65,153.65,99349
2009-05-27,152.34,155.15,152.34,155.02,1504965
2009-05-28,155.84,157.56,155.84,157.29,535752
2009-05-29,158.52,158.52,155.53,155.72,505617
2009-06-01,154.34,154.34,148.07,148.07,70763636
2009-06-02,148.10,148.10,145.60,145.74,56600
2009-06-03,145.51,146.16,143.37,143.37,37966
2009-06-04,142.03,142.03,140.22,140.22,5401229
2009-06-05,139.95,142.51,139.58,142.51,26242871
2009-06-08,143.38,143.38,141.71,142.60,1809714
2009-06-09,141.16,143.05,141.16,143.05,595180
2009-06-10,142.54,143.46,142.54,143.46,1388341
2009-06-11,143.49,145.62,141.96,141.96,798466
2009-06-12,145.33,147.39,145.33,145.97,4254224
2009-06-15,145.75,151.20,145.75,151.20,5865
2009-06-16,149.24,149.24,146.35,146.35,65732
2009-06-17,145.52,145.52,141.60,141.60,425917
2009-06-18,141.97,141.97,138.73,138.73,2138903
2009-06-19,137.17,142.66,137.17,142.66,1269603
2009-06-22,142.78,145.21,142.78,145.21,7134436
2009-06-23,143.20,143.20,136.72,136.72,107877
2009-06-24,137.61,137.61,136.54,136.86,215973719
2009-06-25,137.04,138.95,137.04,138.95,1097573
2009-06-26,142.72,142.84,140.05,140.05,1230955
2009-06-29,137.27,141.63,137.27,141.54,8336808
2009-06-30,142.58,144.76,142.58,143.30,95814
2009-07-01,142.81,142.81,141.59,142.53,257622
2009-07-02,141.63,148.31,141.63,144.98,279580
2009-07-03,144.15,144.15,141.88,142.75,42087
2009-07-06,141.00,143.51,141.00,143.51,493574
2009-07-07,143.28,144.12,142.69,142.69,331802
2009-07-08,142.70,144.94,142.56,143.04,371302
2009-07-09,142.07,142.07,141.06,141.84,981291
2009-07-10,140.68,140.68,138.49,138.49,561809
2009-07-13,139.46,139.46,135.32,135.32,678062
2009-07-14,138.28,138.28,136.49,137.92,1076146
2009-07-15,138.85,138.98,137.23,137.23,198640
2009-07-16,137.28,137.28,133.78,133.89,692987
2009-07-17,133.30,133.30,132.25,132.66,2239162
2009-07-20,129.83,131.98,129.83,131.98,1979736
2009-07-21,132.96,133.79,132.04,132.04,14585398
2009-07-22,133.48,133.48,133.09,133.09,835178
2009-07-23,135.02,137.47,135.02,137.14,391566
2009-07-24,136.83,136.83,135.41,135.41,115284
2009-07-27,134.81,134.81,132.74,132.74,412414
2009-07-28,132.62,135.70,132.62,134.94,209195
2009-07-29,135.13,136.52,134.54,136.52,536174
2009-07-30,136.93,137.77,136.86,136.97,58738
2009-07-31,137.79,137.79,134.24,134.24,11008648
2009-08-03,135.06,135.06,133.12,133.12,2731714
2009-08-04,133.62,136.26,133.62,136.26,49930
2009-08-05,133.35,134.74,133.35,134.65,1528856
2009-08-06,135.55,135.55,132.34,132.34,85793
2009-08-07,131.72,131.72,130.46,131.48,15226914
2009-08-10,133.59,134.91,133.59,134.91,97067
2009-08-11,134.13,134.86,133.38,134.86,439026
2009-08-12,136.52,137.01,133.32,133.32,548597
2009-08-13,133.46,133.46,131.17,133.44,789816
2009-08-14,133.92,136.09,133.40,135.29,2165496
2009-08-17,138.51,140.89,138.51,140.89,1927058
2009-08-18,141.61,143.10,140.87,143.10,1992926
2009-08-19,143.55,144.22,141.57,142.54,592314
2009-08-20,143.93,144.99,143.24,144.99,143632
2009-08-21,144.97,148.37,144.97,148.37,195265
2009-08-24,146.80,146.80,144.79,145.39,268909
2009-08-25,145.15,147.96,145.15,147.85,184997
2009-08-26,148.19,150.91,148.19,148.77,1372852
2009-08-27,145.73,146.96,145.73,146.96,976951
2009-08-28,147.77,147.77,145.97,145.97,34378
2009-08-31,145.94,145.94,144.22,145.45,60138
2009-09-01,143.02,144.48,143.02,143.92,1440473
2009-09-02,142.71,148.45,142.71,148.45,1428255
2009-09-03,148.34,150.95,148.34,150.20,60779
2009-09-04,149.58,150.11,148.42,150.11,652056
2009-09-07,145.85,146.08,145.57,145.73,50490
2009-09-08,143.88,146.24,143.88,145.34,1310997
2009-09-09,146.11,146.35,144.58,144.58,1939229
2009-09-10,144.06,144.06,141.63,141.63,255558
2009-09-11,140.73,140.73,137.99,139.25,224127
2009-09-14,142.36,142.36,140.63,141.73,774917
2009-09-15,139.74,141.26,139.55,139.55,12518217
2009-09-16,139.65,144.41,139.50,144.41,724454
2009-09-17,142.98,142.98,141.14,142.11,2777817
2009-09-18,140.59,140.59,135.53,135.53,1756116
2009-09-21,132.47,133.65,131.69,132.66,2117009
2009-09-22,134.00,135.41,134.00,134.77,321442
2009-09-23,135.07,135.28,134.37,135.14,1322038
2009-09-24,135.55,135.79,134.76,135.10,237652
2009-09-25,133.71,134.14,132.35,132.35,11481958
2009-09-28,134.22,135.37,134.22,135.02,441715
2009-09-29,134.01,135.42,134.01,134.06,80912
2009-09-30,131.53,135.62,131.53,134.92,678249
2009-10-01,134.69,134.90,134.69,134.90,545467
2009-10-02,133.99,137.35,133.99,134.83,778488
2009-10-05,136.27,136.30,134.71,134.71,173820
2009-10-06,133.92,134.82,132.18,134.82,2958743
2009-10-07,136.12,138.80,136.12,138.80,294072
2009-10-08,139.19,139.30,138.46,138.46,524253
2009-10-09,139.14,141.09,139.14,141.09,747306
2009-10-12,144.58,144.86,143.69,143.69,1238520
2009-10-13,143.25,145.87,141.60,145.87,2131038
2009-10-14,144.90,146.09,144.49,145.80,482321
2009-10-15,146.31,152.14,146.31,152.14,67457
2009-10-16,152.44,154.81,152.44,154.81,30119
2009-10-19,153.45,154.64,152.75,154.64,732243
2009-10-20,154.08,154.61,152.27,152.27,794617
2009-10-21,150.45,151.37,146.40,146.40,15611986
2009-10-22,145.76,146.44,145.76,146.44,256492
2009-10-23,145.16,145.85,144.95,144.95,1092790
2009-10-26,145.86,147.32,145.86,146.50,13740786
2009-10-27,147.60,147.60,145.38,146.78,150205
2009-10-28,146.58,146.58,143.94,145.99,409380
2009-10-29,148.16,149.97,148.16,149.63,525868
2009-10-30,149.20,149.20,145.96,145.96,184799
2009-11-02,144.73,145.70,140.16,140.16,848926
2009-11-03,140.42,141.93,139.71,140.34,2241926
2009-11-04,138.91,141.16,138.91,141.16,1426838
2009-11-05,139.08,139.08,136.66,138.20,2374337
2009-11-06,138.28,140.20,137.88,137.88,223561
2009-11-09,138.43,138.43,137.33,138.20,574863
2009-11-10,138.79,140.98,137.98,140.98,547055
2009-11-11,142.30,144.07,142.30,144.07,859155
2009-11-12,146.06,148.55,146.06,147.61,2522081
2009-11-13,147.80,147.80,146.38,146.38,2814362
2009-11-16,145.77,146.18,145.26,146.18,2898131
2009-11-17,145.46,148.28,145.46,148.28,1064154
2009-11-18,149.27,151.32,148.50,148.50,77792
2009-11-19,147.91,147.91,143.74,143.74,382904
2009-11-20,143.93,143.93,141.44,141.44,108418
2009-11-23,141.57,143.32,141.57,142.02,2811865
2009-11-24,139.93,142.95,139.93,142.64,550995
2009-11-25,140.98,145.57,140.98,145.57,265202
2009-11-26,144.85,144.85,142.05,142.05,372109
2009-11-27,142.53,143.14,141.30,141.30,75798
2009-11-30,142.11,142.70,139.89,142.70,178383
2009-12-01,141.48,142.90,141.48,142.34,750144
2009-12-02,142.49,142.49,141.55,142.37,1819032
2009-12-03,140.78,141.34,140.10,140.62,746742
2009-12-04,141.75,143.59,141.11,143.59,3080136
2009-12-07,143.91,144.78,143.08,144.78,750694
2009-12-08,143.25,143.25,141.58,141.58,198306
2009-12-09,143.02,144.10,141.53,141.53,883539
2009-12-10,142.98,144.14,141.70,141.70,772775
2009-12-11,142.61,142.99,141.04,141.22,602738
2009-12-14,138.79,139.70,138.03,138.03,583214
2009-12-15,138.29,138.29,133.45,133.45,149932
2009-12-16,130.90,131.13,130.07,130.07,540536
2009-12-17,128.71,128.71,125.79,125.79,217376
2009-12-18,124.11,124.65,123.75,124.65,896773
2009-12-21,125.60,127.29,125.60,126.55,10950
2009-12-22,127.45,129.11,127.35,127.35,9546970
2009-12-23,129.21,129.21,127.92,127.92,1887947
2009-12-24,127.08,127.08,123.33,123.33,3504391
2009-12-25,125.22,125.51,124.49,124.49,2457694
2009-12-28,124.60,128.61,124.60,128.61,3513578
2009-12-29,128.29,128.81,128.29,128.81,22814078
2009-12-30,128.56,130.55,128.56,130.55,1326407
2009-12-31,131.78,131.78,129.51,129.51,77361
2010-01-01,129.84,129.84,126.77,127.23,5888385
2010-01-04,127.35,128.15,127.35,128.15,51132
2010-01-05,129.49,131.16,128.83,130.81,66001
2010-01-06,129.36,130.49,128.68,128.68,107274
2010-01-07,129.23,132.73,128.37,132.73,2021244
2010-01-08,130.11,130.78,129.09,130.76,127905
2010-01-11,129.77,129.77,128.09,128.09,619351
2010-01-12,129.39,129.39,128.95,128.95,98059
2010-01-13,130.19,130.46,130.19,130.42,709690
2010-01-14,133.98,135.44,133.40,133.40,7032642
2010-01-15,132.64,132.64,128.56,128.56,175797
2010-01-18,128.13,128.13,126.48,126.62,1459689
2010-01-19,126.43,126.69,125.29,125.29,8506138
2010-01-20,124.49,124.49,123.36,124.37,161752
2010-01-21,122.87,124.44,121.97,124.44,27154
2010-01-22,124.91,126.44,124.46,125.72,3210608
2010-01-25,125.81,128.01,125.81,128.01,417314
2010-01-26,128.03,128.03,127.85,127.92,328664
2010-01-27,127.07,127.07,125.65,125.65,123043
2010-01-28,125.08,125.33,123.91,124.89,1159693
2010-01-29,123.33,124.44,123.33,123.97,74510
2010-02-01,127.10,130.21,127.10,129.24,2786007
2010-02-02,130.41,133.28,130.41,133.28,525511
2010-02-03,133.21,133.21,131.99,131.99,6328679
2010-02-04,130.96,131.58,130.67,130.67,1132374
2010-02-05,129.32,129.32,128.90,129.13,4123946
2010-02-08,129.91,130.14,129.22,130.14,408186
2010-02-09,132.56,133.54,131.17,131.17,297503
2010-02-10,132.21,133.57,131.84,133.01,442193
2010-02-11,133.40,133.40,130.58,131.24,1217706
2010-02-12,131.58,131.58,125.20,125.20,3918837
2010-02-15,126.33,126.86,125.78,126.86,434051
2010-02-16,128.31,128.31,125.21,125.21,2342890
2010-02-17,124.88,127.86,124.88,126.53,607227
2010-02-18,126.79,126.79,124.59,124.59,146286
2010-02-19,126.07,127.87,126.07,126.82,271556
2010-02-22,126.79,128.79,125.96,128.79,1822650
2010-02-23,129.77,130.50,128.63,128.65,460640
2010-02-24,126.31,126.31,125.50,126.21,1750121
2010-02-25,125.69,125.69,123.32,123.32,2332843
2010-02-26,123.92,125.97,123.92,125.67,1049677
2010-03-01,124.73,127.65,124.73,127.65,87447
2010-03-02,126.38,127.28,123.88,123.88,1917765
2010-03-03,123.89,125.95,123.89,125.95,1694282
2010-03-04,127.38,128.50,126.66,127.73,406747
2010-03-05,128.70,128.70,126.69,127.72,531808
2010-03-08,127.26,127.26,125.32,125.52,635668
2010-03-09,127.16,127.34,125.29,125.29,4431719
2010-03-10,125.05,125.05,122.67,124.30,307901
2010-03-11,124.75,125.63,124.10,124.10,677332
2010-03-12,124.39,124.65,124.39,124.65,961071
2010-03-15,126.05,126.05,124.92,125.89,947717
2010-03-16,126.48,127.38,126.01,126.55,1432936
2010-03-17,127.99,127.99,127.58,127.58,1686673
2010-03-18,130.06,132.40,129.80,132.40,1506140
2010-03-19,132.43,132.43,130.65,131.83,337618
2010-03-22,130.34,130.34,127.84,128.58,36187
2010-03-23,128.43,132.13,127.34,132.13,762867
2010-03-24,133.06,133.96,133.06,133.26,2127250
2010-03-25,132.54,132.54,132.34,132.42,38886
2010-03-26,131.16,131.16,130.03,130.03,200005
2010-03-29,128.27,128.27,127.01,127.04,1112423
2010-03-30,126.72,127.04,125.02,127.04,4876536
2010-03-31,127.12,127.12,122.76,122.76,1025269
2010-04-01,120.14,122.55,120.14,122.55,858661
2010-04-02,121.65,121.65,118.63,118.80,205719
2010-04-05,118.14,118.14,115.11,115.11,1226233
2010-04-06,116.63,118.01,115.13,115.13,1459156
2010-04-07,113.39,113.39,111.76,112.18,11722
2010-04-08,110.65,110.91,107.20,107.20,321088
2010-04-09,108.11,108.36,106.53,106.53,14905
2010-04-12,106.20,108.61,106.20,108.61,44649
2010-04-13,109.66,110.00,108.73,108.73,661384
2010-04-14,109.46,110.76,109.42,109.42,377865
2010-04-15,110.01,110.47,108.93,108.93,345877
2010-04-16,107.91,107.91,105.24,105.24,4064362
2010-04-19,106.45,108.74,106.45,107.08,1978154
2010-04-20,106.58,106.58,103.06,103.06,29146
2010-04-21,103.56,103.71,103.32,103.71,1011892
2010-04-22,102.27,102.27,98.08,98.08,280332
2010-04-23,99.42,101.39,99.42,101.39,180464
2010-04-26,101.91,103.91,101.91,103.91,888573
2010-04-27,102.57,102.57,100.15,100.15,769048
2010-04-28,100.20,102.95,100.20,102.95,1059346
2010-04-29,103.14,103.24,102.72,103.10,45096
2010-04-30,103.25,103.25,101.78,102.34,1102706
2010-05-03,100.97,102.15,100.97,101.35,365993
2010-05-04,102.81,103.25,101.81,101.81,101916
2010-05-05,100.48,102.60,100.48,100.71,657915
2010-05-06,99.70,99.86,98.87,99.86,396510
2010-05-07,100.77,102.39,100.77,102.39,548996
2010-05-10,102.47,102.47,101.13,101.13,2824
2010-05-11,100.38,100.40,99.26,100.40,2650799
2010-05-12,99.78,99.78,98.75,98.84,118988
2010-05-13,98.98,99.06,98.32,99.06,610490
2010-05-14,99.74,99.74,97.82,97.87,1366340
2010-05-17,97.21,97.72,96.37,97.61,54739
2010-05-18,97.29,100.19,97.29,100.19,196280
2010-05-19,99.83,102.92,99.83,102.92,9621489
2010-05-20,105.62,106.89,105.62,106.89,93886
2010-05-21,107.68,107.99,106.77,107.63,134323
2010-05-24,108.33,108.33,106.84,108.04,315569
2010-05-25,108.91,108.91,105.93,106.48,497511
2010-05-26,105.99,106.55,104.76,104.92,1538419
2010-05-27,104.63,104.93,103.41,103.41,1799023
2010-05-28,104.67,106.95,104.67,106.95,117596
2010-05-31,108.08,108.15,107.51,108.15,805611
2010-06-01,108.65,112.84,108.65,112.84,273483
2010-06-02,112.87,114.40,112.40,112.40,11945927
2010-06-03,112.22,115.21,112.22,115.21,1065546
2010-06-04,114.33,116.17,112.94,116.17,80420
2010-06-07,116.58,117.49,116.58,116.84,278233
2010-06-08,116.23,118.57,116.23,118.57,406496
2010-06-09,119.78,119.78,118.69,119.51,3315877
2010-06-10,120.11,120.11,117.81,119.19,269417
2010-06-11,121.36,123.38,121.36,123.29,1446781
2010-06-14,121.18,123.36,121.18,123.36,882862
2010-06-15,124.02,125.96,124.02,124.54,705677
2010-06-16,125.02,125.02,123.59,124.46,384545
2010-06-17,124.94,124.94,121.01,121.01,381308
2010-06-18,120.35,121.07,119.20,121.07,478123
2010-06-21,121.40,122.40,121.12,121.12,95695
2010-06-22,120.31,122.54,120.31,122.54,702216
2010-06-23,121.02,122.10,121.02,122.10,109593
2010-06-24,122.62,122.62,121.37,121.40,501311
2010-06-25,124.03,124.03,122.09,122.09,428082
2010-06-28,123.54,123.65,122.64,122.64,749843
2010-06-29,123.67,124.78,123.17,123.17,1144060
2010-06-30,124.74,125.54,124.74,125.54,217056
2010-07-01,124.19,126.38,124.19,126.38,2442170
2010-07-02,124.49,128.08,124.49,128.08,172455
2010-07-05,126.58,126.90,126.35,126.35,20683147
2010-07-06,126.90,129.25,126.90,129.25,1162470
2010-07-07,130.27,131.75,129.52,129.52,1578575
2010-07-08,129.36,130.15,128.53,130.15,3296645
2010-07-09,130.54,133.85,129.89,133.85,960372
2010-07-12,135.74,135.74,134.00,134.25,3529265
2010-07-13,134.88,139.47,134.88,138.50,41327
2010-07-14,138.39,140.72,138.39,140.16,185549
2010-07-15,139.65,139.65,134.66,134.66,90128
2010-07-16,132.51,132.51,130.93,132.48,256237
2010-07-19,129.97,131.65,128.77,129.49,1844135
2010-07-20,130.88,131.71,130.12,130.12,643099
2010-07-21,129.05,129.96,129.05,129.58,257667
2010-07-22,129.72,129.72,128.00,128.29,4239770
2010-07-23,131.28,131.77,130.96,130.96,1493027
2010-07-26,133.22,134.08,132.89,134.08,891035
2010-07-27,134.06,134.06,132.32,133.96,3140
2010-07-28,134.93,135.86,133.89,133.89,1351010
2010-07-29,136.92,137.03,134.84,134.84,1621191
2010-07-30,135.31,144.12,135.31,144.12,446127
2010-08-02,146.51,146.51,140.32,140.32,20965853
2010-08-03,141.41,141.41,138.68,138.68,4595726
2010-08-04,139.28,139.40,137.68,138.58,330350
2010-08-05,138.22,138.22,135.21,135.21,858379
2010-08-06,135.56,136.92,134.22,134.22,1814910
2010-08-09,135.00,137.03,135.00,137.03,432754
2010-08-10,138.16,140.66,138.16,139.39,22407
2010-08-11,137.22,137.86,135.73,135.73,75722
2010-08-12,134.87,138.08,134.10,138.08,24760
2010-08-13,134.77,135.07,132.89,132.89,5866425
2010-08-16,132.38,132.38,130.90,130.90,972934
2010-08-17,131.63,131.63,130.84,130.84,1521832
2010-08-18,131.70,131.70,129.72,131.33,1024986
2010-08-19,131.52,133.13,131.51,131.51,6015988
2010-08-20,133.65,133.65,132.04,132.55,38274
2010-08-23,130.67,132.43,130.44,132.43,582601
2010-08-24,132.38,132.50,131.31,131.95,51089
2010-08-25,131.24,131.24,130.03,130.03,1326923
2010-08-26,130.05,130.05,127.40,128.09,8399
2010-08-27,129.05,129.75,128.19,128.19,61203
2010-08-30,129.07,130.19,129.07,130.19,16774
2010-08-31,130.85,131.16,129.53,131.16,68264
2010-09-01,131.23,131.23,128.86,129.93,178016
2010-09-02,130.73,133.60,130.73,132.02,217440
2010-09-03,132.55,135.28,132.55,135.28,657819
2010-09-06,135.82,138.08,135.82,138.08,389770
2010-09-07,138.11,142.01,138.11,142.01,943569
2010-09-08,140.80,144.10,140.80,144.10,975268
2010-09-09,143.05,144.23,142.88,144.23,1589550
2010-09-10,145.27,149.54,145.14,145.14,273475
2010-09-13,146.22,147.66,145.96,147.66,236450
2010-09-14,145.53,146.26,143.36,143.38,2958297
2010-09-15,144.43,144.43,141.59,142.62,364979
2010-09-16,142.85,142.85,142.08,142.08,4224331
2010-09-17,142.12,145.59,142.12,145.49,2792502
2010-09-20,147.71,147.84,145.21,147.84,2842258
2010-09-21,147.93,148.26,145.34,145.34,426890
2010-09-22,144.22,145.46,143.42,143.75,2068236
2010-09-23,143.05,147.91,143.05,147.91,975744
2010-09-24,146.28,146.28,144.20,144.20,347401
2010-09-27,143.63,143.78,143.57,143.78,2797248
2010-09-28,143.41,146.34,143.41,146.34,373351
2010-09-29,148.41,149.60,148.16,149.57,332048
2010-09-30,147.55,148.36,146.81,147.42,147658
2010-10-01,146.83,147.84,146.83,147.15,9075629
2010-10-04,146.73,147.39,146.06,147.39,276640
2010-10-05,146.62,146.62,145.83,145.83,365131
2010-10-06,144.96,144.96,141.61,141.61,12592
2010-10-07,139.62,141.38,138.58,141.38,530114
2010-10-08,139.93,141.41,139.43,141.41,135651
2010-10-11,142.58,144.63,142.58,143.35,1151372
2010-10-12,144.16,144.16,141.73,141.73,87779
2010-10-13,138.31,138.31,136.09,136.58,634166
2010-10-14,137.86,139.00,137.86,139.00,456049
2010-10-15,138.79,139.45,138.17,138.27,2139533
2010-10-18,139.99,140.68,139.99,140.47,664778
2010-10-19,141.75,142.50,139.91,139.91,3177740
2010-10-20,140.87,142.16,140.87,141.97,10382918
2010-10-21,139.86,139.89,138.41,139.89,338272
2010-10-22,140.22,140.22,137.80,137.80,386847
2010-10-25,137.47,142.20,137.47,142.20,49647
2010-10-26,141.94,143.03,140.49,140.49,1219144
2010-10-27,140.29,140.40,137.77,137.77,1676912
2010-10-28,138.53,139.37,137.89,138.75,272326
2010-10-29,138.75,139.18,137.47,139.18,135758
2010-11-01,137.99,138.45,137.65,138.45,3946018
2010-11-02,138.11,138.11,131.84,131.84,187191
2010-11-03,131.71,131.71,129.86,130.44,20692008
2010-11-04,130.78,131.39,129.64,131.27,2197009
2010-11-05,132.29,132.49,129.39,129.39,168985
2010-11-08,130.87,130.87,127.64,127.64,2106105
2010-11-09,125.91,128.02,125.91,128.02,828653
2010-11-10,128.83,129.16,127.67,129.16,595248
2010-11-11,127.58,128.40,127.58,128.29,1124350
2010-11-12,128.38,131.71,128.38,131.71,2012932
2010-11-15,129.22,129.29,127.74,127.74,540930
2010-11-16,128.01,130.13,128.01,128.54,94932
2010-11-17,129.17,132.89,129.17,132.89,1723
2010-11-18,133.72,133.95,132.30,132.30,375023
2010-11-19,132.75,134.27,132.75,134.27,214362
2010-11-22,134.24,138.01,134.24,138.01,3247456
2010-11-23,137.34,138.30,136.51,138.30,315413
2010-11-24,136.99,137.14,135.41,135.41,925815
2010-11-25,136.41,138.47,135.66,138.47,238806
2010-11-26,137.48,140.64,137.48,140.64,490192
2010-11-29,138.90,142.65,138.67,142.65,232246
2010-11-30,142.42,142.95,141.59,142.95,2780061
2010-12-01,141.79,143.83,141.79,143.00,1679060
2010-12-02,145.49,146.88,144.93,144.93,81908
2010-12-03,146.76,148.96,146.76,148.67,377901
2010-12-06,150.06,150.06,146.15,146.15,1326935
2010-12-07,147.67,147.91,145.98,146.72,381736
2010-12-08,146.45,146.45,144.45,144.45,38195
2010-12-09,142.92,144.65,142.92,144.65,381988
2010-12-10,146.00,146.00,143.48,143.81,322549
2010-12-13,147.28,147.28,145.23,145.97,726187
2010-12-14,144.28,147.39,144.28,147.30,1176749
2010-12-15,149.54,151.64,149.54,151.64,367339
2010-12-16,152.07,152.99,147.44,147.44,373837
2010-12-17,146.50,148.70,146.50,148.70,3054226
2010-12-20,146.37,149.76,146.37,149.76,258661
2010-12-21,150.54,154.32,150.54,154.32,56173
2010-12-22,154.11,158.43,154.11,158.38,2203720
2010-12-23,159.30,159.30,157.36,158.32,146769
2010-12-24,156.68,158.41,156.68,157.30,35675257
2010-12-27,159.00,159.00,153.47,153.47,2069669
2010-12-28,154.29,154.29,151.15,151.15,987088
2010-12-29,151.56,151.56,144.39,144.39,1541368
2010-12-30,143.23,143.23,141.00,142.56,5200321
2010-12-31,142.66,145.47,142.66,145.47,674279
2011-01-03,146.49,148.41,146.05,148.41,358957
2011-01-04,149.77,150.15,147.37,147.37,9914604
2011-01-05,146.98,146.98,145.22,146.21,595480
2011-01-06,146.39,147.68,146.22,146.22,2172274
2011-01-07,148.41,148.41,145.26,145.44,147515
2011-01-10,144.68,151.21,144.68,149.15,222384
2011-01-11,148.40,149.16,145.61,149.16,656800
2011-01-12,148.84,154.27,148.84,154.27,202220
2011-01-13,152.19,152.19,150.63,151.90,408124
2011-01-14,151.39,151.39,149.82,150.02,116073
